sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ПОПІЛЬНЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,863,144,49.9443357,29.4597706,46.9575,31.975556
станція ПОПІЛЬНЯ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,362,123,49.9443357,29.4597706,46.82775,30.76
станція ПРИЛУКИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,377,147,50.5820914,32.3843273,46.834899,31.967136
станція ПРИШИБ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,292,270,47.25877,35.32558,46.82775,30.76
станція ПУТИВЛЬ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,238,118,51.2029498,33.8452795,46.36337,30.62144
станція РАДИВИЛІВ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,303,152,50.1284748,25.2516423,46.36337,30.62144
станція РАДИВИЛІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,266,149,50.1284748,25.2516423,46.485545,30.748833
станція РАДИВИЛІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,835,149,50.1284748,25.2516423,46.485545,30.748833
станція РАДИВИЛІВ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,378,130,50.1284748,25.2516423,46.322273,30.629317
станція РАДИВИЛІВ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,233,130,50.1284748,25.2516423,46.322273,30.629317
станція РАУХІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,554,43,47.1697804,30.8316335,46.485545,30.748833
станція РАУХІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,212,42.5,47.1697804,30.8316335,46.485545,30.748833
станція РАУХІВКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,293,34,47.1697804,30.8316335,46.82775,30.76
станція РАУХІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,506,24,47.1697804,30.8316335,46.82775,30.76
станція РАУХІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,1187,36,47.1697804,30.8316335,46.82775,30.76
станція РАУХІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,1489,36,47.1697804,30.8316335,46.82775,30.76
станція РАХНИ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,771,120,48.7890156,28.47222,46.36337,30.62144
станція РАХНИ,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,573,120,48.7890156,28.47222,46.36337,30.62144
станція РАХНИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,581,90,48.7890156,28.47222,46.485545,30.748833
станція РАХНИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,694,90,48.7890156,28.47222,46.485545,30.748833
станція РАХНИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,301,82,48.7890156,28.47222,46.82775,30.76
станція РАХНИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,644,103,48.7890156,28.47222,46.82775,30.76
станція РІВНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,277,124,50.6277112,26.239901,46.485545,30.748833
станція РІВНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,230,122,50.6277112,26.239901,46.485545,30.748833
станція РІВНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,210,154,50.6277112,26.239901,46.322273,30.629317
станція РОГАНЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),СОЛОД В ЗЕРНЕ,2679,156,49.902763,36.431533,46.485545,30.748833
станція РОГАТИН,станція ГУМЕНЦІ,ЗЕРНО КУКУРУЗЫ,216,73,49.3997817,24.6214515,48.770473,26.606396
станція РОГАТИН,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,235,102,49.3997817,24.6214515,46.36337,30.62144
станція РОГАТИН,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,511,101,49.3997817,24.6214515,46.485545,30.748833
станція РОГАТИН,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,409,128,49.3997817,24.6214515,46.82775,30.76
станція РОЗДІЛЬНА I,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,302,45,46.8502,30.07361,46.485545,30.748833
станція РОЗДІЛЬНА I,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,273,55,46.8502,30.07361,46.322273,30.629317
станція РОЗДІЛЬНА I,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,266,47,46.8502,30.07361,46.82775,30.76
станція РОКИТНЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,242,133,49.6956,30.5090999,46.36337,30.62144
станція РУБАНКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,249,148,50.937647,32.9451719,46.9575,31.975556
станція РУБАНКА,станція РОГАНЬ,ЯЧМЕНЬ,266,110,50.937647,32.9451719,49.902763,36.431533
станція РУБІЖНЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,427,125,49.0241813,38.3538418,46.834899,31.967136
станція РУБІЖНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,277,136,49.0241813,38.3538418,46.9575,31.975556
станція РУБЛІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,343,119,49.2499477,33.3352365,46.9575,31.975556
станція РЯДОВА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,222,87,48.229267,33.534595,46.9575,31.975556
станція РЯСНА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,259,145,49.874659,23.957788,46.485545,30.748833
станція САРАТА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,585,63,46.0159204,29.6789749,46.36337,30.62144
станція САРАТА,станція КСЕНІЄВЕ (ЕКСП.),ЯЧМЕНЬ,909,63,46.0159204,29.6789749,46.36337,30.62144
станція САРАТА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,210,78,46.0159204,29.6789749,46.9575,31.975556
станція САРАТА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,3394,89,46.0159204,29.6789749,46.485545,30.748833
станція САРАТА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,456,89,46.0159204,29.6789749,46.485545,30.748833
станція САРАТА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,402,64,46.0159204,29.6789749,46.322273,30.629317
станція САРАТА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЯЧМЕНЬ,249,64,46.0159204,29.6789749,46.322273,30.629317
станція САРАТА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,586,76,46.0159204,29.6789749,46.82775,30.76
станція СВАТОВЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,488,157,49.40891,38.1644926,46.834899,31.967136
станція СВАТОВЕ,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,200,138,49.40891,38.1644926,46.36337,30.62144
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,789,155,49.40891,38.1644926,46.9576791,31.9758924
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,5659,155,49.40891,38.1644926,46.9576791,31.9758924
