sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ГРОДІВКА,станція СВІТЛОДАРСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",576,40,48.225901,37.3171689,48.460125,38.170116
станція ГРОДІВКА,станція ЦУКУРИХА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,887,11,48.225901,37.3171689,48.084594,37.307092
станція ГУСАРІВКА,станція ЧУГУЇВ,АНТРАЦИТ,208,89.5,48.881436,37.150541,49.8197326,36.6729053
станція ДАР’ЇВКА,станція ГОРОДНІЙ,АНТРАЦИТ,478,52,48.990905,31.3552719,48.771438,39.2796221
станція ДАР’ЇВКА,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,499,23,48.990905,31.3552719,48.867694,37.755615
станція ДАР’ЇВКА,станція ІМ. КОЖУШКО О.М.,АНТРАЦИТ,230,19,48.990905,31.3552719,48.828056,37.599722
станція ДАР’ЇВКА,станція КРАМАТОРСЬК,АНТРАЦИТ,349,21,48.990905,31.3552719,48.7259313,37.54314
станція ДАР’ЇВКА,станція ПРАВДА,АНТРАЦИТ,326,23,48.990905,31.3552719,48.517983,34.658394
станція ДАР’ЇВКА,станція ЧЕРНІГІВ,АНТРАЦИТ,723,64,48.990905,31.3552719,51.4855,31.2666
станція ДОБРОПІЛЛЯ,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,13042,344,48.4481566,37.0757679,49.217461,24.6477491
станція ДОБРОПІЛЛЯ,станція ДОБРОТВІР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1016,334,48.4481566,37.0757679,50.20584,24.386969
станція ДОБРОПІЛЛЯ,станція КУРАХІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1468,23,48.4481566,37.0757679,48.035687,37.374858
станція ДОБРОПІЛЛЯ,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2065,269,48.4481566,37.0757679,48.609462,29.1503679
станція ДОБРОПІЛЛЯ,станція НОВОГРОДІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,956,15,48.4481566,37.0757679,48.189131,37.334021
станція ДОБРОПІЛЛЯ,станція ПОКРОВСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,3033,15,48.4481566,37.0757679,48.285102,37.1816185
станція ДОБРОПІЛЛЯ,станція РОДИНСЬКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,345,10,48.4481566,37.0757679,48.362572,37.198645
станція ДОБРОПІЛЛЯ,станція РОСІЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1060,17,48.4481566,37.0757679,48.159167,37.360833
станція ДОБРОПІЛЛЯ,станція РОЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,7218,39,48.4481566,37.0757679,47.989332,37.306483
станція ДОБРОПІЛЛЯ,станція САРТАНА,КОНЦЕНТРАТ УГОЛЬНЫЙ,928,79,48.4481566,37.0757679,47.1536589,37.5740898
