sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,773,137,50.3678365,33.9796724,46.834899,31.967136
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,94,140,50.3678365,33.9796724,46.485545,30.748833
станція ГАЙСИН,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,144,92,48.795178,29.39161,46.485545,30.748833
станція ГАЙСИН,станція ЧОРНОМОРСЬК-ПОРТ,ПШЕНИЦА,46,97,48.795178,29.39161,46.32227,30.62932
станція ГАЙСИН,станція ЧОРНОМОРСЬК-ПОРТ,ЯЧМЕНЬ,52,58,48.795178,29.39161,46.32227,30.62932
станція ГАЙСИН,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,46,33,48.795178,29.39161,46.82775,30.76
станція ГАЙСИН,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,97,105.5,48.795178,29.39161,46.82775,30.76
станція ГАЛКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2101,199,50.706484,32.191208,46.9575,31.975556
станція ГАЛКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,50,199,50.706484,32.191208,46.9575,31.975556
станція ГАЛКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,107,253,50.706484,32.191208,46.485545,30.748833
станція ГАЛКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,108,164,50.706484,32.191208,46.82775,30.76
станція ГАННІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,404,128,49.2370426,33.9002971,46.834899,31.967136
станція ГАННІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,51,128,49.2370426,33.9002971,46.834899,31.967136
станція ГАННІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,322,189,49.2370426,33.9002971,46.36337,30.62144
станція ГАННІВКА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,52,189,49.2370426,33.9002971,46.36337,30.62144
станція ГАННІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,54,134,49.2370426,33.9002971,46.485545,30.748833
станція ГАННІВКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,51,103,49.2370426,33.9002971,46.82775,30.76
станція ГЛОБИНЕ,станція БІЛГОРОД-ДНІСТРОВСКИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,44,70,49.399085,33.2271859,46.1851723,30.3377686
станція ГЛОБИНЕ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,320,129,49.399085,33.2271859,46.834899,31.967136
станція ГЛОБИНЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,53,114,49.399085,33.2271859,46.36337,30.62144
станція ГЛОБИНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,108,156.5,49.399085,33.2271859,46.9576791,31.9758924
станція ГЛОБИНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,568,125,49.399085,33.2271859,46.9575,31.975556
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,215,56.5,49.399085,33.2271859,46.32227,30.62932
