sender,lat_sender,lon_sender,no_wagons,receiver,lat_receiver,lon_receiver
станція УШИЦЯ,50.8063616,28.0648776,38824,станція СКНИЛІВ,49.818992,23.931606
станція УШИЦЯ,50.8063616,28.0648776,38824,станція СОКАЛЬ,50.4649598,24.2574808
станція УШИЦЯ,50.8063616,28.0648776,38824,станція ХРИПЛИН,48.8851079,24.7468767
станція УШИЦЯ,50.8063616,28.0648776,38824,станція ЧЕРНІГІВ ПІВНІЧНИЙ,51.519809,31.248508
станція ХАЙЧНОРИН,51.2893931,28.5856781,12905,станція БЕРЕЖЕСТЬ  (ЕКСП.),51.470004,28.951716
станція ХАЙЧНОРИН,51.2893931,28.5856781,12905,станція ГОРОДОК-ЛЬВІВСЬКИЙ,49.789677,23.629894
станція ХАЙЧНОРИН,51.2893931,28.5856781,12905,станція ПОЧАЙНА,50.485104,30.500415
станція ХЛИСТУНІВКА,49.20026,31.463592,20284,станція БОРИСПІЛЬ,50.3766975,30.9448324
станція ХЛИСТУНІВКА,49.20026,31.463592,20284,станція ОДЕСА-ЗАСТАВА I,46.4776308,30.6545697
станція ХЛІБОДАРІВКА,47.473472,37.406987,8886,станція ЗАЧАТІВСЬКА,47.470209,37.171539
станція ХЛІБОДАРІВКА,47.473472,37.406987,8886,станція ПОПАСНА,48.629978,38.380115
станція ШАТРИЩЕ,50.934387,28.7155991,22426,станція КИЇВ-ДЕМІЇВСЬКИЙ,50.4047454,30.5370509
станція ШАТРИЩЕ,50.934387,28.7155991,22426,станція КОРОСТЕНЬ,50.95708,28.6346
станція ШАТРИЩЕ,50.934387,28.7155991,22426,станція ЯМНИЦЯ,48.9855201,24.7113369
