sender,receiver,no_wagons,lat_sender,lon_sender,lat_receiver,lon_receiver,gzk_cluster,dnb_cluster,port_cluster,quarry
станція РЯСНА II,станція СМОЛКА,7171,49.8636374,23.9381062,50.5478,27.66,no,no,no,yes
станція САРТАНА,станція ВЕЛИКО-АНАДОЛЬ,19282,47.1536589,37.5740898,47.698172,37.486528,no,yes,no,no
станція САРТАНА,станція КРИВИЙ РІГ,8871,47.1536589,37.5740898,47.880874,33.384342,yes,no,no,no
станція САРТАНА,станція МАРІУПОЛЬ-ПОРТ  (ЕКСП.),43603,47.1536589,37.5740898,47.062231,37.50663,no,no,no,no
станція САРТАНА,станція ПІВДЕННОДОНБАСЬКА,10443,47.1536589,37.5740898,47.751667,37.509722,no,yes,no,no
станція САРТАНА,станція РЯДОВА,53055,47.1536589,37.5740898,48.229267,33.534595,yes,no,no,no
станція САРТАНА,станція САРТАНА,12138,47.1536589,37.5740898,47.1536589,37.5740898,no,no,no,no
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,9115,49.40891,38.1644926,46.9576791,31.9758924,no,no,yes,no
станція СВІТЛОДАРСЬКЕ,станція КУРДЮМІВКА,8930,48.460125,38.170116,48.463619,37.959608,no,yes,no,no
станція СВІТЛОДАРСЬКЕ,станція ПЕРЕЇЗНА,8369,48.460125,38.170116,48.897354,38.4776521,no,yes,no,no
станція СВІТЛОДАРСЬКЕ,станція СВІТЛАНОВЕ,9251,48.460125,38.170116,48.713782,38.428834,no,yes,no,no
станція СВІТЛОДАРСЬКЕ,станція СІЛЬ,22849,48.460125,38.170116,48.7154131,38.0339345,no,yes,no,no
станція СВІТЛОДАРСЬКЕ,станція ШЕВЧЕНКО,8073,48.460125,38.170116,49.2020265,31.8971065,no,yes,no,no
станція СІЛЬ,станція БАТЬОВО (ЕКСП. МАВ),13966,48.7154131,38.0339345,48.3616037,22.3862198,no,yes,no,no
станція СІЛЬ,станція ІЗОВ (ЕКСП. ПКП),7720,48.7154131,38.0339345,50.828474,24.059367,no,yes,no,no
станція СІЛЬ,станція ШЕВЧЕНКО,7588,48.7154131,38.0339345,49.2020265,31.8971065,no,yes,no,no
станція СМОЛКА,станція РЯСНА II,8932,50.5478,27.66,49.8636374,23.9381062,no,no,no,yes
станція СМОЛКА,станція СКНИЛІВ,9176,50.5478,27.66,49.818992,23.931606,no,no,no,yes
станція СОСНІВКА,станція ДОБРОТВІР,21879,50.2918113,24.263036,50.20584,24.386969,no,no,no,no
станція СОСНІВКА,станція КАЛУШ,17049,50.2918113,24.263036,49.0128135,24.3491688,no,no,no,no
станція СОСНІВКА,станція СОСНІВКА,15355,50.2918113,24.263036,50.2918113,24.263036,no,no,no,no
станція СОСНІВКА,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,14525,50.2918113,24.263036,50.1397982,30.7534098,no,no,no,no
станція ТЕРНИ,станція МАРІУПОЛЬ-СОРТУВАЛЬНИЙ,13572,48.178684,33.534576,47.20838,37.5633199,yes,no,no,no
станція ТЕРНИ,станція МОСТИСЬКА II (ЕКСП. ПКП),8027,48.178684,33.534576,49.8166178,23.0325224,yes,no,no,no
станція ТЕРНИ,станція САРТАНА,26080,48.178684,33.534576,47.1536589,37.5740898,yes,no,no,no
станція ТЕРНИ,станція УЖГОРОД (ЕКСП. ЖСР),13372,48.178684,33.534576,48.6094982,22.3006874,yes,no,no,no
станція ТРИТУЗНА,станція БАТУРИНСЬКА,11606,48.524249,34.6005841,47.872783,33.48381,yes,no,no,no
станція УДАЧНА,станція АВДІЇВКА,16837,48.237717,36.99034,48.148889,37.733333,no,yes,no,no
станція УЖГОРОД,станція ГРЕКУВАТА,7668,48.6094982,22.3006874,48.096038,33.390483,yes,no,no,no
станція УЖГОРОД,станція ЗОЛОТНИШИНЕ,7569,48.6094982,22.3006874,49.018889,33.644722,no,no,no,no
станція УЖГОРОД (ЕКСП. ЖСР),станція ГРЕКУВАТА,8411,48.6094982,22.3006874,48.096038,33.390483,yes,no,no,no
станція УЖГОРОД (ЕКСП. ЖСР),станція РОКУВАТА,13221,48.6094982,22.3006874,48.04391,33.478736,yes,no,no,no
станція УЖГОРОД (ЕКСП. ЖСР),станція ТЕРНИ,10016,48.6094982,22.3006874,48.178684,33.534576,yes,no,no,no
станція ЦУКУРИХА,станція СВІТЛОДАРСЬКЕ,10813,48.084594,37.307092,48.460125,38.170116,no,yes,no,no
станція ЧАСІВ ЯР,станція ЖОВТНЕВА  (ЕКСП.),9305,48.591982,37.813782,46.834899,31.967136,no,yes,yes,no
станція ЧЕРВОНОГРАД,станція СОСНІВКА,10541,50.396845,24.2293266,50.2918113,24.263036,no,no,no,no
станція ЧЕРКАСИ,станція ЧЕРКАСИ,15503,49.425949,32.0498809,49.425949,32.0498809,no,no,no,no
станція ЧОП,станція ЗОЛОТНИШИНЕ,8046,48.432477,22.2055633,49.018889,33.644722,no,no,no,no
станція ЧОП (ЕКСП. ЖСР),станція ГРЕКУВАТА,8839,48.432477,22.2055633,48.096038,33.390483,yes,no,no,no
станція ЧОП (ЕКСП. ЖСР),станція ЗАПОРІЖЖЯ-ЛІВЕ,9968,48.432477,22.2055633,47.86944,35.1917334,no,no,no,no
станція ЧОП (ЕКСП. ЖСР),станція РОКУВАТА,9157,48.432477,22.2055633,48.04391,33.478736,yes,no,no,no
станція ЧОП (ЕКСП. ЖСР),станція ТЕРНИ,9882,48.432477,22.2055633,48.178684,33.534576,yes,no,no,no
станція ЧОП (ЕКСП. ЖСР),станція ЧОП,7097,48.432477,22.2055633,48.432477,22.2055633,no,no,no,no
станція ЧОРНОМОРСЬКА (ДЛЯ ТІС),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,7135,46.82775,30.76,48.4808925,34.6462622,no,no,yes,no
станція ЧОРНОМОРСЬКА (ДЛЯ ТІС),станція ІНГУЛЕЦЬ,8221,46.82775,30.76,47.679167,33.142778,yes,no,yes,no
станція ЧОРНОМОРСЬКА (ДЛЯ ТІС),станція КРИВИЙ РІГ,34915,46.82775,30.76,47.880874,33.384342,yes,no,yes,no
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція АВДІЇВКА,7509,46.82775,30.76,48.148889,37.733333,no,yes,yes,no
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ЗАПОРІЖЖЯ-ЛІВЕ,7689,46.82775,30.76,47.86944,35.1917334,no,no,yes,no
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція НІКЕЛЬ-ПОБУЗЬКИЙ,17489,46.82775,30.76,48.173252,30.615134,no,no,yes,no
станція ЧОРНОМОРСЬК-ПОРТ,станція ДРУЖКІВКА,8145,46.32227,30.62932,48.62486,37.548274,no,yes,yes,no
станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,станція НІКЕЛЬ-ПОБУЗЬКИЙ,62661,46.322273,30.629317,48.173252,30.615134,no,no,yes,no
станція ЧОРТОМЛИК,станція ЗАПОРІЖЖЯ-ЛІВЕ,7804,47.61863,34.13276,47.86944,35.1917334,no,no,no,no
станція ШМАКОВЕ,станція УЖГОРОД (ЕКСП. ЖСР),21564,47.959365,33.403575,48.6094982,22.3006874,yes,no,no,no
станція ШМАКОВЕ,станція ЧОП (ЕКСП. ЧД),13395,47.959365,33.403575,48.432477,22.2055633,yes,no,no,no
