sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція ТЕРНИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),453,533,11786.07064,36981.72848
станція ТЕРНИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,496,177,12067.90827,37155.63417
станція ТЕРНИ,станція ЧОП (ЕКСП. ЧД),КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),349,308,21575.48309,85865.05587
станція ТЕРНИ,станція ІЗОВ (ЕКСП. ПКП),КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),528,332,13332.97652,69297.92008
станція ТЕРНИ,станція ІЗОВ (ЕКСП. ПКП),ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,2328,498,19430.12466,69536.63866
станція ТЕРНИ,станція АСЛАНОВЕ,КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),1945,135,13793.89404,37694.4601
станція ТЕРНИ,станція УЖГОРОД (ЕКСП. ЖСР),ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,5727,180,20994.84762,88156.76104
станція ТЕРНИ,станція КАМ’ЯНСЬКЕ,ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,611,56,8827.089198,7492.50671
станція ТЕРНИ,станція МАРІУПОЛЬ-СОРТУВАЛЬНИЙ,КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),201,136,9204.262189,40600.5893
станція ТЕРНИ,станція МАРІУПОЛЬ-СОРТУВАЛЬНИЙ,ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,7005,137,8801.555346,38859.08951
станція ТЕРНИ,станція МУШКЕТОВЕ,ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,826,109,4597.33414,29617.64891
станція ТЕРНИ,станція МОСТИСЬКА II (ЕКСП. ПКП),ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,4377,149,18579.97409,72926.35767
станція ТЕРНИ,станція САРТАНА,ОКАТЫШИ ЖЕЛЕЗОРУДНЫЕ,15285,138,9261.94579,37652.3705
станція ПРАВДА,станція БАТЬОВО (ЕКСП. МАВ),КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),586,137.5,24532.39215,91333.52048
станція ПРАВДА,станція УЖГОРОД (ЕКСП. ЖСР),КОНЦЕНТРАТ ЖЕЛЕЗОРУДНЫЙ (ГЕМАТИТ),232,149,20275.99267,93923.32112
станція ПРАВДА,станція САРТАНА,БРИКЕТЫ ЖЕЛЕЗНОЙ РУДЫ,1486,87,9812.103701,28963.60478
станція ПОРОМНА-ЕКСПОРТ (РИБНИЙ ПОРТ),станція НІКОПОЛЬ,"РУДА МАРГАНЦЕВАЯ,НЕ ПОИМЕНОВАННАЯ В АЛФАВИТЕ",5098,142,6022.778521,37302.94896
