sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція ПЕРЕЇЗНА,станція НОВОГРОДІВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",811,39,4101.331073,17517.82318
станція ПЕРЕЇЗНА,станція КРИВИЙ ТОРЕЦЬ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",484,30,3208.568182,12294.77686
станція ПЕРЕЇЗНА,станція ПОКРОВСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",6587,99,8337.255139,30620.16659
станція ПЕЛАГІЇВСЬКИЙ,станція ЛИМАН,АНТРАЦИТ,1065,40,3108.440376,13373.88808
станція ПЕЛАГІЇВСЬКИЙ,станція ЧУГУЇВ,АНТРАЦИТ,205,69,4473.039024,24062.16488
станція ПЕЛАГІЇВСЬКИЙ,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,752,28,2833.208777,13711.44734
станція ПЕЛАГІЇВСЬКИЙ,станція НОВИЙ СВІТ,АНТРАЦИТ,7294,28,2136.264601,5930.565602
станція ПЕЛАГІЇВСЬКИЙ,станція НОВИЙ СВІТ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,290,28,2251.296552,5936.37069
станція ПЕЛАГІЇВСЬКИЙ,станція КРАМАТОРСЬК,АНТРАЦИТ,355,18,2482.225352,8363.006761
станція ПЕТРОВЕНЬКИ,станція ДАРНИЦЯ,АНТРАЦИТ,3089,124,8494.953383,53699.51535
станція ПЕТРОВЕНЬКИ,станція ЧЕРНІГІВ,АНТРАЦИТ,1728,120,8198.086806,53124.5087
станція ПЕТРОВЕНЬКИ,станція СУМИ,АНТРАЦИТ,757,89,5853.69749,27834.27609
станція ПОКРОВСЬК,станція ЗАПОРІЖЖЯ-ЛІВЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,206,74,3827.257282,17018.83325
станція ПОКРОВСЬК,станція РОЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,469,24,1982.850533,3322.683006
станція ПОКРОВСЬК,станція БУРШТИН,КОНЦЕНТРАТ УГОЛЬНЫЙ,626,337,11764.79872,93923.58626
станція ПОКРОВСЬК,станція ЛИМАН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,392,130,14134.77679,36275.24967
станція ПОКРОВСЬК,станція ЛИМАН,КОНЦЕНТРАТ УГОЛЬНЫЙ,1697,110,7292.623571,28929.67413
станція ПОКРОВСЬК,станція ЕНЕРГОДАР,КОНЦЕНТРАТ УГОЛЬНЫЙ,236,91,5190.139831,28267.69831
станція ПОКРОВСЬК,станція ЯМНИЦЯ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",288,153,30467.12639,95394.2775
станція ПОКРОВСЬК,станція ЯМНИЦЯ,КОНЦЕНТРАТ УГОЛЬНЫЙ,635,153,20428.4348,95827.44472
станція ПОКРОВСЬК,станція НІКЕЛЬ-ПОБУЗЬКИЙ,КОНЦЕНТРАТ УГОЛЬНЫЙ,373,92,7216,44721.15282
станція ПОКРОВСЬК,станція КРИВИЙ РІГ-ГОЛОВНИЙ,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,2494,92,4746.728148,25038.2277
станція ПОКРОВСЬК,станція КРИВИЙ РІГ-ГОЛОВНИЙ,КОНЦЕНТРАТ УГОЛЬНЫЙ,1300,92,5189.206154,25720.85923
станція ПОКРОВСЬК,станція КОМУНАРСЬК,КОНЦЕНТРАТ УГОЛЬНЫЙ,389,28,2729.706941,11822.64781
станція ПОКРОВСЬК,станція ОСНОВА,КОНЦЕНТРАТ УГОЛЬНЫЙ,1564,124,5350.248721,27343.12104
станція ПОКРОВСЬК,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,3011,115,15394.26214,48119.76207
станція ПОКРОВСЬК,станція СВІТЛОДАРСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,21644,97,7278.600684,27484.98257
станція ПОСТНИКОВЕ,станція ЛИМАН,АНТРАЦИТ,1080,61,3918.836111,17841.47333
станція ПОСТНИКОВЕ,станція ЛИМАН,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,676,76,4359.934911,21291.30346
станція ПОСТНИКОВЕ,станція ЧУГУЇВ,АНТРАЦИТ,487,60,4714.667351,23792.03487
станція ПОСТНИКОВЕ,станція ЧУГУЇВ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,294,25,4649.408163,23859.39864
станція ПОСТНИКОВЕ,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,564,42,3207.698582,14739.43532
станція ПОСТНИКОВЕ,станція ЕЛЕКТРИЧНА,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,2841,42,3244.226329,13820.89078
станція ПОСТНИКОВЕ,станція НОВИЙ СВІТ,АНТРАЦИТ,1288,23,1915.80823,4929.53882
станція ПОСТНИКОВЕ,станція НОВОГРОДІВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",260,15,2462,9720.146154
станція ПОСТНИКОВЕ,станція КРИВИЙ ТОРЕЦЬ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",291,23,2479.24055,8240.443299
станція ПОСТНИКОВЕ,станція КРАМАТОРСЬК,АНТРАЦИТ,261,26.5,2641.862069,10086.84912
