sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція БУРЛУК,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,368,156,23827.02582,65227.03981
станція БУЧАЧ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,261,96,19236.35709,53258.88736
станція БУЧАЧ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,683,133,22737.71537,53462.73907
станція БУЧАЧ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,290,106,20495.22207,49523.6181
станція БУЧАЧ,станція КСЕНІЄВЕ (ЕКСП.),ЯЧМЕНЬ,596,87.5,23949.29849,45829.5
станція БУЧАЧ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,496,93,23694.60524,49365.18982
станція БУЧАЧ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,262,91,16192.31679,46720.29752
станція БУЧАЧ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,1193,91,22031.12883,50620.66379
станція БОЖКОВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,241,310,12523.12448,41017.43651
станція БОРЩІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,202,103,14404.80198,49868.72574
станція БОРИСПІЛЬ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,209,148,21607.71627,48017.14833
станція БОРИСПІЛЬ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,391,118,26408.31969,51288.94565
станція БОРИСПІЛЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,272,154,25727.39706,51393.08596
станція БОРИСПІЛЬ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,255,143,22843.01922,47100.32047
станція БОРИСПІЛЬ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,281,126,15278.05338,39760.07964
станція БОРОДЯНКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,211,127,16327.1327,48589.44929
станція БОБРОВИЦЯ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,459,140,24487.5281,47047.16776
станція БОБРОВИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,1055,390,18505.11545,52297.74313
станція БОБРОВИЦЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,247,270,15088.68016,53155.51215
станція БОБРОВИЦЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1517,344,14716.57759,46151.33878
станція БОБРОВИЦЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,752,148,18960.92168,49281.5393
станція БОГДАНІВЦІ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,234,102,11811.07436,34931.48538
станція БОГДАНІВЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,404,68,17532.66807,31437.15545
станція ВЛАСІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,417,145,15845.95252,38868.87698
станція ВЛАСІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,276,144,21324.52319,49723.34616
станція ВЛАСІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,377,142,12304.94907,38388.51175
станція ВІРИНСЬКИЙ ЗАВОД,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1070,275,19589.51346,51138.91939
станція ВІРИНСЬКИЙ ЗАВОД,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,317,275,17787.75836,56615.37776
станція ВІЛЬНЯНСЬК,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,280,123,10305.60357,24992.945
станція ВІЙТІВЦІ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,381,226.5,21578.55906,57452.45622
станція ВІЙТІВЦІ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,230,121,23016.1087,63159.62348
станція ВІЙТІВЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,460,106,14465.31609,36184.26428
станція ВІННИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,342,86,18381.49912,31825.01404
станція ВІННИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,312,94,15198.94423,31356.91154
станція ВІННИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,247,94,12019.16397,31958.97477
станція ВІННИЦЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,690,100,13789.39261,32893.97343
станція ВІННИЦЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,331,83,14561.16375,34204.28413
станція ВІННИЦЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,713,88,13774.03366,28882.49943
станція ВІННИЦЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,402,88,11383.43657,29297.8126
станція ВІКТОРІЯ,станція ВАДУЛ-СІРЕТ (ЕКСП. ЧФР),ЯЧМЕНЬ,219,35,11498.07306,14417.45342
станція ВІКТОРІЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,255,98,17451.83843,37807.36235
станція ВІКТОРІЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,599,117,16081.48748,39796.67439
станція ВІКТОРІЯ,станція СЛАВУТА I,ЯЧМЕНЬ,496,66,5598.136089,12818.19173
станція ВЕНДИЧАНИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,281,103,14222.72206,35232.12135
станція ВЕСЕЛИЙ КУТ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,766,47,7152.223238,8972.401619
станція ВЕСЕЛИЙ КУТ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЯЧМЕНЬ,851,71,6795.036663,8499.191076
станція ВЕСЕЛИЙ КУТ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,СОЛОД В ЗЕРНЕ,260,71,8758.435385,7407.675769
станція ВЕСЕЛИЙ КУТ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,2080,71,7136.021154,9772.193548
станція ВЕСЕЛИЙ ПОДІЛ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,388,82,16356.82577,27624.97307
станція ВЕСЕЛИЙ ПОДІЛ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,602,80,16066.84668,27070.66445
станція ВИРІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,253,319,27505.87036,63170.004
станція ВИРІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,268,150,26671.48881,58666.90149
станція ВИРІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,633,278,20175.74013,54761.58173
станція ВИРІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,957,148,23579.0069,58739.1935
станція ВИРИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,440,274,16120.85682,55285.64225
станція ВАРВАРІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,373,127,17470.63029,34957.92895
станція ВАРВАРІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,258,393,16718.34496,54221.81395
станція ВАРВАРІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,299,359,16480.85318,49026.79298
станція ВАРВАРІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,227,365,14733.90308,47691.30947
станція ВАРВАРІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,303,365,16164.11122,49885.20116
станція ВАСКАУЦИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,246,69,28342.73659,72045.85
станція ВАСКАУЦИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,387,67,19306.13902,46543.96693
станція ВАПНЯРКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,315,107,9030.664127,21721.61143
станція ВАПНЯРКА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,285,107,8272.574035,21948.62842
станція ВАПНЯРКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,295,80,11669.5278,21660.05153
станція ВАПНЯРКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,232,64,8801.290086,21561.15496
станція ВОРОЖБА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,307,342,20120.91238,66812.33136
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,244,123,15279.46967,32889.89238
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ,ПШЕНИЦА,248,82,19633.11855,33874.815
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,575,123,17530.80122,32816.56605
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,319,103,14047.55831,34126.07219
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,775,131,16729.09394,34897.67654
станція ВОРОНОВИЦЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,231,131,12713.86017,36331.02961
станція ВОРОНОВИЦЯ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,279,117,19199.19247,31380.38344
станція ВОРОНОВИЦЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1259,77.5,14069.72637,31147.62105
станція ВОРОНОВИЦЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,353,92,11037.40652,32148.70564
станція ВОВЧАНСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,259,165,21282.63629,72712.9205
станція ВОЛОДИМИР-ВОЛИНСЬКИЙ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,409,117,30296.34352,64057.69572
станція ВОЛОДИМИР-ВОЛИНСЬКИЙ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,205,138,31856.31756,66424.60132
станція ВОЛОДИМИР-ВОЛИНСЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,215,128,26982.52558,58959.2093
станція ВОЛОДИМИР-ВОЛИНСЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,351,150,21358.18661,61328.51425
станція ГРЕБІНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,333,136,20479.81171,50719.77132
станція ГЛУХІВ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,360,318,17039.37361,62002.845
станція ГЛУХІВ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,222,354,17912.55856,69635.92432
станція ГЛУХІВ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,226,252,29023.6031,65774.27323
станція ГЛУХІВ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,568,314,22059.84155,61756.53873
станція ГЛУХІВ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,323,314,23844.4226,64420.32972
станція ГЛУХІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,453,332,17489.08521,63613.11181
станція ГЛОБИНЕ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1007,96,13486.66077,25416.52284
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,247,91.5,22712.56964,39155.54211
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,752,148,17764.58404,39777.89721
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,328,148,13668.18049,40711.0939
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,249,105,12912.60884,32114.88775
станція ГЛОБИНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,1049,125,13081.62059,24667.14128
станція ГЛОБИНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,315,125,13138.66857,25754.14984
станція ГЛОБИНЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1707,125,11743.85395,24704.5106
станція ГЛОБИНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,317,107,7617.387382,30071.71797
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1867,109,20250.0632,35437.89787
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,376,109,19059.4266,36942.37064
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,806,343,19600.20732,45161.41105
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,323,122,24294.94489,48317.84693
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,970,107,17621.87485,35322.40955
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,312,120.5,18110.41186,36658.42548
станція ГАДЯЧ ІМ. СЕРГІЄНКА МИКОЛИ ІВАНОВИЧА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1243,116,22343.60965,45881.43363
станція ГАЛЕЩИНА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,219,115,14034.55708,38320.54658
станція ГАЛЕЩИНА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,261,129.5,13899.91724,39398.50977
станція ГАЛКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,265,134,15427.0034,37626.00408
станція ГАЛКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,319,148,22037.97806,54376.75477
станція ГАЛКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,249,149,19615.03614,52391.12827
станція ГАЛКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2056,149,19315.96693,39529.63404
станція ГАЛКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,817,137,14981.44015,49018.29119
станція ГАЙСИН,станція ЧОРНОМОРСЬК-ПОРТ,ЯЧМЕНЬ,208,43,23390.82692,33804.02981
станція ГАЙСИН,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,553,81.5,23873.34467,41185.48807
станція ГАЙСИН,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,646,92,19026.1774,37401.26471
станція ГАЙСИН,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,516,111,16489.57616,37989.28149
станція ГАННІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,630,96,14944.83365,25734.81167
станція ГАННІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,220,128,13121.99636,26600.35
станція ГАННІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,339,94,20971.67729,38916.51162
станція ГАННІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,323,124,9278.747678,24490.24947
станція ГУБАРІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,350,300,17125.83143,58412.18571
станція ГУБАРІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,256,277,18757.98789,54408.4645
станція ГУЛЯЙПОЛЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,348,117,16073.50259,31875.10345
станція ГУЛЯЙПОЛЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,282,270,21444.79433,55197.85957
станція ГНІВАНЬ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,397,89,13426.08866,29593.2747
станція ГНІВАНЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,240,107,10767.20542,31630.86375
станція ГНІДАВА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,201,126,23441.61891,59920.20896
станція ГНІДАВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,450,117,19019.51111,56072.40596
станція ГОРОДЕНКА-ЗАВОД,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,323,52,32571.57957,60323.68684
станція ГОРОДЕНКА-ЗАВОД,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,370,85,27054.91027,57441.67321
станція ГОРОДЕНКА-ЗАВОД,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,622,78,21292.95032,56501.74003
станція ГОРОДЕНКА-ЗАВОД,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,282,64,21680.12163,58035.10428
станція ГОГОЛЕВЕ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,268,124,13408.21343,32611.17679
станція ГОГОЛЕВЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,260,141,19018.43192,44855.43846
станція ГОГОЛЕВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,595,319,14632.38269,41603.14363
станція ГОГОЛЕВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,240,122,12810.7075,31424.272
станція ГОЛОВАНІВСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,224,75,10331.23571,25098.61786
станція ГОЛОВАНІВСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,653,94,9232.676876,26152.25691
станція ДЖУЛИНКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,297,98,17221.27912,32638.73333
станція ДЖУЛИНКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,271,98,16561.12546,33898.25535
станція ДЖУЛИНКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,228,73,15050.125,29624.02807
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,359,106,16579.80139,27446.32563
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,205,106,12432.87512,28301.77756
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1289,104,15541.23413,42052.48421
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,420,148,23538.11643,48828.19333
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,364,148,24646.225,51268.02115
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,306,148,16486.90261,50804.44902
станція ДУБНО,станція ГУМЕНЦІ,ЗЕРНО КУКУРУЗЫ,441,79,12709.2458,25823.98571
станція ДУБНО,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1741,276,20727.28616,53246.98903
станція ДУБНО,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,385,276,21521.42545,56447.14831
станція ДУБНО,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,776,389,17341.07809,50306.92371
станція ДУБНО,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,957,127,22593.05392,49747.84978
станція ДУБНО,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,200,127,19230.053,51839.476
станція ДУБОВ’ЯЗІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,253,142,29314.58775,55198.59091
станція ДУБОВ’ЯЗІВКА,станція РОГАНЬ,ЯЧМЕНЬ,296,83,8703.878378,19987.91213
станція ДУБОВ’ЯЗІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,680,322,20753.14059,64246.76044
станція ДУБОВ’ЯЗІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,311,300,16039.45338,63043.41415
станція ДУНАЇВЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,278,110,12384.02446,36118.97033
станція ДУНАЇВЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,362,110,12439.98122,37562.94455
станція ДНІПРО-ЛІСКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО ГОРОХА,208,89,3017.759615,24554.67923
станція ДОЛИНСЬКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,352,84,8051.114205,10917.30341
станція ДОЛИНСЬКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,469,84,7505.044136,11419.22866
станція ДОЛИНСЬКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,492,78,6438.463008,10206.72317
станція ДОЛИНСЬКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЯЧМЕНЬ,361,78,6642.885319,9580.000831
станція ДОЛИНСЬКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,831,78,6072.549699,10740.84988
станція ДОЧ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,213,158,19202.58216,61442.29812
станція ЄМИЛІВКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,216,69,8897.358333,23105.67176
станція ЄМИЛІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,450,60,11108.808,24663.86689
станція ЛЮБАШІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,407,46,11136.14742,18802.68796
станція ЛЮБАШІВКА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,524,70,8659.5,19282.97321
станція ЛЕГЕНДАРНА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,294,107,14187.28707,44036.86443
станція ЛЕЛЕКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,235,84,9950.17617,22577.32128
станція ЛЕПЕСІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,353,114,14977.60028,46155.89731
станція ЛИХАЧОВЕ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,251,139,20430.63984,37342.0749
станція ЛИХАЧОВЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,764,139,22328.08966,38893.3466
станція ЛИХАЧОВЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,340,302,18486.07794,62559.83603
