sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція КАПІТАНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,310,115,10169.48097,23321.47823
станція КАПІТАНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,347,115,10836.69942,24015.2
станція КАПІТАНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,330,87,13304.00545,23952.45273
станція КАПУСТИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,304,87,8771.342105,22941.46382
станція КАПУСТИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,233,87,9303.017597,23921.85408
станція КАПУСТИНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,603,73,10057.42769,19433.55796
станція КУЗЕМІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,320,152,19181.16844,52717.86225
станція КУЗЕМІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,214,150,21195.63785,62186.52523
станція КУЗЕМІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,249,150,17339.01847,51485.96149
станція КУЗЕМІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,437,153,19659.49428,63188.29277
станція КУЦІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,988,63,9507.001316,13125.80225
станція КУЦІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,405,90,6128.51037,11719.768
станція КУЦІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,814,60,6885.208231,12318.68631
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬК-ПОРТ,ПШЕНИЦА,283,66,10232.13216,23113.3311
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,338,66,9453.997041,23125.3003
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,625,89,11035.04016,24264.40792
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,380,91,9529.748947,24456.68105
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,228,60,13890.22368,23384.36579
станція КНЯЖЕВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,317,91,10861.22492,24970.57224
станція КНЯЖЕВЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,233,77,8496.459227,21236.16116
станція КНЯЖЕВЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,278,78,8922.389568,20939.02446
станція КНЯЖЕВЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,790,78,8805.201899,21625.26905
станція КОЗЯТИН I,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,213,103,13030.66808,32623.15329
станція КОЗОВА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,213,137,15039.30047,45163.28324
станція КОЗОВА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,246,137,14747.01179,46683.71659
станція КОЗОВА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,275,119,19859.45564,46860.12164
станція КОЗОВА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,257,119,20004.35642,48872.92241
станція КОЗОВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,501,109,16876.20419,42389.32611
станція КОЗОВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,213,131,12978.37559,40245.20235
станція КОЗОВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,402,131,17221.35199,44540.61796
станція КОРИСТІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,275,95,7188.634909,17788.2744
станція КОРИСТІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,349,106,15243.29713,28115.63754
станція КОРИСТІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,452,91,8472.802212,17842.2677
станція КОРОЛІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,247,78,13160.98381,20488.72421
станція КОРОЛІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,217,103,11410.67696,33410.9718
станція КОРСУНЬ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,656,99,14458.05976,27112.94308
станція КОРСУНЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,465,140,12032.01075,38531.01219
станція КОБЕЛЯКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,314,130,9667.533758,25469.5735
станція КОБЕЛЯКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,566,110,16524.18428,36613.48532
станція КОДИМА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,203,56,10577.57389,19308.02217
станція КОДИМА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,291,52,8727.848797,17561.12371
станція КОНОНІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,250,345,14363.538,47031.7118
станція КОНОНІВКА,станція ХЕРСОН-ПОРТ (ПЕРЕВ.)(ЕКСП.)(РІЧКОВИЙ),ЗЕРНО КУКУРУЗЫ,202,105,12185.38119,33328.73
станція КОНОНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,650,141,17480.276,47656.40669
станція КОНОТОП,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,503,295,21076.56302,56973.96519
станція МЕНА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,261,288,19561.26054,58666.64938
станція МЕНА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,253,154,24063.38458,59897.46941
станція МИРГОРОД,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,441,121,17227.52336,32126.57596
станція МИРГОРОД,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,1478,346,24126.14581,44327.5161
станція МИРГОРОД,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1056,312,18456.9892,41613.88887
станція МИРГОРОД,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1244,94,16964.71929,31237.24775
станція МИРГОРОД,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1280,127,17176.24547,41761.62541
станція МИРОВА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,541,108,12366.59205,22562.48244
станція МИХАЙЛЕНКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,460,137,21738.8187,44001.5313
станція МИХАЙЛЕНКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,293,257,19834.7372,46650.45836
станція МИХАЙЛЕНКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,370,343,14624.16757,44051.76811
станція МАР’ЯНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,1917,133,17748.36114,34539.62848
станція МАР’ЯНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,348,133,18120.11207,36097.35
станція МАР’ЯНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,636,115,10885.2673,30673.61792
станція МАЛИНСЬК,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,238,95,22165.10084,54966.0029
станція МОНАСТИРИЩЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,219,79,16748.0411,31262.20091
станція ОРДІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,249,100,19180.47952,40899.27711
станція ОРІЛЬКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,271,274,16795.38745,56215.42738
станція ОРАТІВ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,228,111,19069.60351,36501.88816
станція ОРАТІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,383,101,17149.63786,33202.84765
станція ОВРУЧ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,435,303,20625.07241,61079.0954
станція ОВРУЧ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,220,121,20054.67818,57201.09432
станція ОДЕСА-ПОРТ  (ЕКСП.),станція ЖИТОМИР,РИС ПРОЧИЙ,260,115,3584.684615,32812.62073
станція ОДЕСА-ПОРТ  (ЕКСП.),станція ДНІПРО-ЛІСКИ,РИС ПРОЧИЙ,200,125,3926.945,35311.99412
станція ОЛИКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,351,129,16575.64729,53464.52441
станція ОХТИРКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,224,292,16839.98661,58295.91268
станція ОХТИРКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,205,145,19153.11463,47394.928
станція ТРОСТЯНЕЦЬ-СМОРОДИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,308,158,30153.77435,61716.11981
станція ТРОСТЯНЕЦЬ-СМОРОДИНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,309,298,17228.00647,61464.95825
станція ТРОСТЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,242,83,12207.16074,27148.33698
станція ТРОСТЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,393,115,14573.40356,40108.64071
станція СВІТЛОВОДСЬК,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,318,125,10163.31321,24845.69575
станція СВІТЛОВОДСЬК,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,881,121,12301.3924,23987.66198
станція СВІТЛОВОДСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,229,131,12970.56026,34192.05917
станція СВАТОВЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,339,131,20529.59971,57054.22395
станція СВАТОВЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,624,141,22591.16971,69843.97213
станція СВАТОВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,397,132,27570.11411,64735.24894
станція СВАТОВЕ,станція КРЕМЕНЧУК,ЗЕРНО КУКУРУЗЫ,321,110,12731.58598,28848.01745
станція СВАТОВЕ,станція КРЕМЕНЧУК,ПШЕНИЦА,560,110,11460.54411,30266.63795
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,517,129,25227.10406,50586.07863
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЯЧМЕНЬ,206,129,21114.66602,48633.70752
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,"СОРГО (ГАОЛЯН,ДЖУГАРА И ДР.)",234,129,20214.27778,52448.66218
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,3672,129,22999.43581,53673.8338
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,680,130,20823.41382,54484.18049
станція СЛАВУТА I,станція ВЕСЕЛИЙ КУТ,СОЛОД В ЗЕРНЕ,268,56,26928.95373,28651.23806
станція СЛАВУТА I,станція ЧЕРНІГІВ ПІВНІЧНИЙ,СОЛОД В ЗЕРНЕ,264,136,13005.84432,27320.57803
станція СЛАВУТА I,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,286,117,26467.86399,45472.55874
станція СЛАВУТА I,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,361,147,17188.24958,47096.49931
станція СЛАВУТА I,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,281,133,19363.35053,41713.85979
станція СІРОГОЗИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,216,73,8799.13287,14946.85412
станція СІВЕРСЬК,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,234,264,21937.82991,71389.82201
станція СЕРДЮКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,497,92,10682.99799,25745.22897
станція СЕРДЮКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,213,92,11889.43427,25374.46662
станція ТЕРНОПІЛЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,298,336,7132.290268,40355.86911
станція СЕЛЕЩИНА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,213,138,14639.41784,46722.32817
станція СЕЛЕЩИНА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,282,310,17558.40887,41767.425
станція СЕЛЕЩИНА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,535,313,14971.28093,41597.88721
станція СЕЛЕЩИНА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,582,95,18627.86804,32123.76784
станція СЕЛЕЩИНА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,292,127,18736.33562,42731.17736
станція СИРОВАТКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,251,154,18908.42948,50423.4
станція СИГНАЇВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,273,117,17597.70696,38607.84308
станція СИГНАЇВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1685,123,12187.16012,24578.90309
станція СИГНАЇВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,803,123,10578.98842,25412.58144
станція СИГНАЇВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,206,106,12581.00485,37636.29286
станція САРАТА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,406,64,6268.807143,8841.309951
станція САРАТА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,1118,76,7709.453846,13637.37478
станція САРАТА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,421,76,9142.102375,15846.63397
станція САРАТА,станція КСЕНІЄВЕ (ЕКСП.),ЯЧМЕНЬ,661,63,5648.907716,7646.994705
станція САРАТА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,452,63,5798.817699,8791.083296
станція САРАТА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,207,78,9506.198068,26730.95111
станція САРАТА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,318,89,6979.101572,10875.54465
станція САРАТА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,3039,89,6612.456663,12396.29373
станція САВИНЦІ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,235,276,16499.65106,56683.31362
станція САВИНЦІ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,517,278,16868.09884,57253.45954
станція САВИНЦІ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,409,137,19900.84817,47074.81208
станція САВИНЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,398,141,19905.97085,55593.79333
станція САВИНЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,355,282,18583.35549,57623.37244
станція ТАЛЬНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,539,111,19457.10371,37407.8859
станція ТАЛЬНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,204,84,18102.79902,33856.70588
станція САПІЖАНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,202,133,16299.44554,56047.20109
станція СУЛА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,268,127,15730.33097,33292.55757
станція СУЛА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,241,143,26802.38465,46345.55934
станція СУЛА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,341,145,17541.25748,42540.77639
станція СУЛА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1775,325,15882.73797,42147.29634
станція СУЛА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1341,125,17653.87703,32989.48173
станція СУЛА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,483,132,19801.49275,43049.64696
станція СУХОВОЛЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,232,130,15798.65819,48962.37284
станція СУХОВОЛЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,348,153,16802.09598,52781.8125
станція СУМИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,367,158,25056.20981,62778.1609
станція СНОВСЬК,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,263,300,25354.98859,58379.18913
станція СНОВСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,477,160,28394.02516,62535.65753
станція СКВИРА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,238,116,15840.59496,37772.90424
станція СКОРОХОДОВЕ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,207,101,23498.14783,33757.42703
станція СКОРОХОДОВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,257,323,15077.79689,42350.35172
станція СКОРОХОДОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,1015,124,17993.507,32655.23566
станція СКОРОХОДОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,479,99,16760.57891,33331.88086
станція СКОРОХОДОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,222,124,12423.07883,32551.35081
станція СОРОКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,213,95,19131.9723,37748.04554
станція СОРОКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,334,114,18613.0982,39307.22784
станція ТОРОПИЛІВКА,станція БІЛОЗІР’Я,ЗЕРНО КУКУРУЗЫ,240,106,19214.45458,38289.14625
станція ТОРОПИЛІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,546,339,34829.37253,67048.03244
станція ТОРОПИЛІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1648,316,25755.07555,62323.46854
станція ТОРОПИЛІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,276,316,18734.38768,66226.82337
станція ТОРОПИЛІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,495,331,25109.28525,65223.45606
станція ТОРОПИЛІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1761,160,26523.86445,55062.22601
станція ТОРОПИЛІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,247,133,28066.43806,55697.62267
станція ТОРОПИЛІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,653,160,29090.01516,63421.23109
станція ТОРОПИЛІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,339,160,29972.95693,66404.98593
станція СОЛОНИЦЬКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,340,126,16940.59824,42085.30591
станція СОКАЛЬ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,391,88,24847.20307,60141.39031
станція СОКАЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,266,106,22437.66992,51869.81203
станція СОКАЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,626,106,22775.41853,57916.78674
станція СТАРОКОСТЯНТИНІВ I,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,244,102,14520.06557,42111.6278
станція СТАРОКОСТЯНТИНІВ I,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,321,110,16154.90187,36594.77809
станція СТАРОКОСТЯНТИНІВ II,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,1810,148,16344.98199,38766.33643
станція СТАРОКОСТЯНТИНІВ II,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,1295,118,11859.31614,40731.6772
станція СТАРОКОСТЯНТИНІВ II,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,455,311,17162.11956,41023.65473
станція ПРИДОНЕЦЬКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,245,140,12187.31837,45689.24118
станція ПРИЛУКИ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1155,129,17286.93359,37046.54792
станція ПРИЛУКИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,201,129,13812.06169,35994.72438
станція ПРИЛУКИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,279,151,24582.18208,57593.42982
станція ПРИЛУКИ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,333,144,16090.28078,48159.50523
станція ПРИЛУКИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,517,312,19107.16944,51864.92505
станція ПРИЛУКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,4067,126,18825.30711,37412.84034
станція ПРИЛУКИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,827,126,14037.86626,35799.77096
станція ПРИЛУКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1202,147,18476.68461,51016.79862
станція ПРИЛУКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,465,145,21392.21247,55520.5132
станція ПРИШИБ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,288,270,15164.20417,55392.75764
станція ПРОСЯНА ІМ. ПРИКЛОНСЬКОГО В.В.,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,929,131,16360.03994,36510.26502
станція ПІДВОЛОЧИСЬК,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,244,113,18396.01885,37191.2625
станція ПЕРЕЯСЛАВСЬКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,339,126,10411.29263,34151.95746
станція ПЕРЕЯСЛАВСЬКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1462,148,23845.63413,49644.98022
станція ПЕЧАНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,226,76,14681.55929,39525.32177
станція ПЕТРОПАВЛІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,508,136,19816.03307,36566.11012
